age,education-num,hours-per-week,>50k,>50k_hat
24,10,40,0,0
43,11,45,0,1
46,13,50,1,0
56,4,50,1,0
39,10,62,1,1
28,10,40,0,0
63,11,8,0,0
40,10,40,1,1
32,9,40,0,0
18,7,40,0,0
54,14,38,0,0
46,5,40,0,0
35,8,40,0,0
27,13,40,0,0
44,9,15,0,0
51,13,35,1,1
34,9,35,1,1
23,13,40,0,0
52,9,38,0,0
34,9,43,1,0
18,7,25,0,0
40,10,35,1,0
51,13,40,1,1
21,12,55,0,0
44,10,55,0,1
31,13,40,1,1
30,11,53,0,0
72,6,12,0,0
52,10,40,0,1
52,9,40,0,0
20,5,50,0,0
39,11,40,0,0
27,14,35,0,0
25,9,40,0,0
24,14,40,0,0
26,9,45,0,0
28,12,40,0,0
39,9,40,0,0
42,10,23,0,0
22,10,40,0,0
29,9,40,0,0
23,13,40,0,0
25,9,45,0,0
58,9,40,0,0
44,8,40,0,0
37,14,45,1,1
66,12,30,0,0
57,10,38,1,0
44,10,40,0,0
46,10,38,1,1
26,13,40,0,0
19,9,40,0,0
37,9,60,1,0
30,12,36,0,0
41,13,20,0,0
18,10,20,0,0
19,9,35,0,0
19,10,10,0,0
31,10,10,0,0
32,13,55,0,0
36,9,40,0,0
46,12,40,1,0
46,10,40,0,0
25,6,40,0,0
22,10,44,0,0
43,14,35,1,1
20,10,20,0,0
33,9,45,0,0
30,10,40,1,0
45,14,40,0,0
57,10,40,0,0
41,9,40,1,1
32,7,55,0,0
48,12,50,1,1
51,10,35,0,0
45,14,45,0,0
36,9,40,1,0
29,14,20,0,0
30,9,40,0,0
55,14,60,1,1
26,9,40,0,0
17,7,30,0,0
38,10,40,0,0
17,6,40,0,0
23,10,28,0,0
46,9,37,0,0
28,7,50,1,0
35,9,40,0,0
31,11,40,0,0
67,5,15,0,0
20,5,40,0,0
18,7,10,0,0
38,13,40,1,1
54,10,40,0,0
38,9,44,0,0
21,9,40,0,0
84,4,10,0,0
31,6,40,0,0
61,14,40,1,0
49,9,40,1,1
20,10,25,0,0
45,14,40,1,1
28,11,30,0,0
38,15,40,1,1
28,9,10,0,0
22,9,28,0,0
71,10,30,0,0
26,12,40,0,0
28,10,30,0,0
29,14,55,0,0
18,10,15,0,0
46,9,40,0,0
45,13,45,1,1
43,13,50,1,1
52,14,40,1,1
29,11,35,0,0
23,13,40,0,0
59,5,30,0,0
24,13,40,0,0
50,9,40,1,0
41,9,40,1,0
26,13,40,0,0
21,9,40,0,0
31,13,70,1,1
37,9,51,0,0
34,10,38,0,0
28,10,40,0,0
49,10,40,0,0
25,10,40,0,0
52,13,40,1,1
24,9,40,0,0
39,9,40,1,0
66,16,40,0,0
26,9,40,0,0
37,12,48,0,0
44,9,38,0,0
37,3,40,0,0
36,13,40,0,0
30,6,18,0,0
37,2,53,0,0
63,9,40,0,0
53,9,40,0,0
27,9,40,0,0
28,10,50,0,0
17,6,20,0,0
57,14,60,1,1
39,9,40,0,0
55,10,62,1,0
26,14,40,0,0
29,11,56,0,0
56,14,35,1,1
20,10,40,0,0
37,9,40,0,0
41,10,48,1,1
67,9,55,0,0
29,10,40,0,0
39,9,40,1,0
30,9,35,0,0
31,6,40,0,0
39,14,40,0,1
45,13,50,0,1
27,9,40,0,0
51,9,20,0,0
42,10,60,0,0
49,13,35,0,0
26,10,40,0,0
44,10,50,0,0
44,11,40,1,1
22,11,20,0,0
32,14,40,0,0
34,11,45,1,0
55,10,20,0,0
52,10,50,0,0
36,13,50,0,0
29,9,45,0,0
59,9,40,0,0
37,11,40,0,0
35,10,55,0,0
46,9,40,0,0
39,13,50,0,0
53,16,40,1,1
43,10,60,1,0
33,10,66,0,0
48,10,40,1,1
47,10,40,0,1
45,15,40,1,1
46,13,45,1,0
37,15,50,1,1
47,13,40,1,1
46,13,40,1,1
28,9,40,1,0
58,9,40,1,1
26,5,40,0,0
52,9,40,0,0
35,13,43,0,0
29,9,40,0,0
37,9,40,0,0
45,10,56,1,1
64,9,40,0,0
34,10,50,0,0
48,11,60,0,1
41,13,30,0,0
35,9,40,0,0
45,10,45,0,0
64,9,40,0,0
21,9,30,0,0
61,9,55,1,0
33,7,30,0,0
72,10,32,0,0
43,10,40,0,0
51,9,40,0,0
48,10,43,0,0
42,9,40,0,0
34,13,45,0,1
24,9,20,0,0
39,9,40,0,0
19,9,40,0,0
24,9,40,0,0
38,12,55,0,1
42,6,35,0,0
57,12,40,0,0
19,9,20,0,0
52,14,40,1,1
66,13,6,0,0
32,9,20,0,0
20,10,16,0,0
42,10,40,0,0
42,9,40,1,1
19,9,25,0,0
50,11,40,0,1
44,9,40,0,0
19,10,25,0,0
61,9,16,0,0
27,10,40,0,0
50,14,60,1,1
30,10,40,0,0
19,10,40,0,0
57,9,5,0,0
35,9,45,0,0
42,9,40,0,0
48,16,40,1,1
31,10,40,0,0
25,10,40,0,0
33,4,35,0,0
47,10,40,0,0
60,10,40,0,0
65,9,25,0,0
36,9,52,1,0
58,10,40,0,0
64,4,10,0,0
24,9,50,0,0
22,10,40,0,0
41,10,40,1,1
48,13,70,1,0
21,3,40,0,0
70,6,50,0,0
44,9,40,1,1
70,13,20,0,0
36,9,41,0,0
27,11,40,0,0
30,9,40,0,0
36,9,40,0,0
45,10,40,0,0
26,11,40,0,0
44,14,40,1,1
20,10,40,0,0
18,9,16,0,0
63,9,4,0,0
36,10,45,1,1
62,4,40,0,0
23,13,40,1,1
41,4,60,0,0
28,13,45,0,0
44,13,40,0,0
33,11,70,0,0
50,15,45,1,1
46,9,40,0,0
33,9,40,0,0
19,10,35,0,0
22,2,40,0,0
24,13,40,0,0
85,13,3,0,0
58,10,40,0,0
32,10,40,0,0
19,10,20,0,0
42,13,40,1,1
52,9,40,0,0
25,9,84,0,0
24,9,40,0,0
23,10,40,0,0
32,11,40,0,0
35,10,45,0,0
39,10,50,1,1
32,9,40,0,0
46,4,52,0,0
31,10,40,0,0
21,10,16,0,0
48,9,40,0,0
67,9,37,1,0
52,11,48,1,1
39,13,60,0,1
43,12,40,0,0
55,9,45,0,0
41,9,40,0,0
56,9,40,1,0
39,13,50,1,1
28,7,40,0,0
38,13,45,0,0
47,13,50,1,1
17,7,16,0,0
28,5,40,0,0
23,10,35,0,0
30,13,40,1,1
26,9,38,0,0
63,1,30,0,0
25,10,40,0,0
46,10,45,0,0
58,13,40,0,0
43,10,38,0,0
19,10,16,0,0
19,9,20,0,0
25,10,40,0,0
35,11,40,1,0
27,9,45,0,0
52,9,38,0,0
28,13,40,0,0
39,11,48,1,1
51,9,40,0,0
19,9,30,0,0
24,9,40,0,0
45,5,40,0,0
31,12,45,0,0
49,10,45,1,0
55,14,50,1,1
24,10,40,0,0
27,10,30,0,0
31,4,40,0,0
49,6,40,0,0
54,9,35,0,0
21,9,32,0,0
17,8,20,0,0
34,14,40,0,0
22,10,35,0,0
41,13,40,1,1
67,4,35,0,0
20,10,20,0,0
34,14,40,1,1
39,11,40,0,0
47,13,45,1,1
21,10,20,0,0
22,9,40,0,0
42,14,35,0,0
59,10,40,1,1
30,10,40,0,0
61,10,60,1,1
22,10,25,0,0
32,9,40,0,0
18,9,20,0,0
25,9,40,0,0
31,9,40,0,0
38,9,40,0,0
34,10,50,0,0
50,9,40,0,0
28,9,45,0,0
60,12,30,0,0
31,8,40,0,0
67,9,20,0,0
22,9,40,0,0
30,12,45,0,0
26,14,40,0,0
23,12,65,0,0
35,14,40,0,1
28,11,40,0,0
54,14,40,1,1
28,7,40,0,0
33,9,50,0,0
28,9,40,0,0
24,10,48,1,1
47,11,44,0,0
62,9,18,0,0
22,3,40,0,0
61,10,45,1,1
49,11,40,0,0
53,14,40,1,1
33,14,60,1,1
55,9,40,0,0
48,13,70,1,1
57,10,40,0,0
29,9,40,0,0
37,10,50,0,0
26,10,40,0,0
53,9,40,0,0
41,9,50,0,0
52,12,40,1,1
30,13,42,0,0
19,10,40,0,0
38,10,45,0,0
23,4,40,0,0
38,14,45,1,1
30,1,40,0,0
61,9,40,0,0
41,2,40,0,0
50,9,40,0,0
60,10,40,1,1
25,10,40,0,0
54,4,40,0,0
20,11,35,0,0
29,10,36,0,0
36,9,50,1,0
36,10,36,0,0
65,9,40,0,0
60,10,40,0,0
17,8,16,0,0
54,9,32,0,0
43,14,40,1,1
44,13,50,1,1
25,6,40,0,0
31,10,40,1,0
20,10,30,0,0
48,14,60,0,0
40,12,32,0,0
38,10,60,0,0
33,13,40,0,0
47,14,25,0,0
33,9,20,0,0
59,14,55,0,1
72,7,35,0,0
38,14,40,1,0
36,14,40,0,0
68,14,20,0,0
40,13,50,1,0
19,12,50,0,0
58,13,35,1,1
61,13,40,0,0
32,9,40,0,0
65,9,8,0,0
17,7,20,0,0
49,10,45,1,0
47,12,40,0,0
43,11,36,0,0
26,9,40,0,0
55,9,60,0,0
22,9,45,0,0
61,7,30,0,0
43,9,60,0,0
22,10,35,0,0
48,11,50,1,1
29,10,40,0,0
34,13,60,0,0
31,10,40,0,0
42,9,40,0,0
56,6,40,0,0
45,10,41,0,0
26,13,10,0,0
48,9,30,0,0
24,13,45,0,0
28,9,50,0,0
43,10,50,1,1
39,13,40,0,0
53,9,40,0,1
59,10,50,1,1
18,4,40,0,0
47,9,40,0,0
70,10,40,1,1
31,12,40,0,0
29,9,16,0,0
44,10,35,0,0
50,10,30,0,0
46,14,45,0,0
33,8,40,0,0
41,15,40,1,1
31,10,40,0,0
54,10,50,1,1
40,11,50,0,1
54,7,43,0,0
41,9,52,0,0
56,10,50,1,1
63,4,55,0,0
47,6,65,0,0
24,9,40,0,0
46,14,55,1,1
42,9,40,0,0
28,13,40,0,0
18,7,20,0,0
39,8,45,0,0
49,13,40,0,0
41,10,45,0,0
33,9,40,0,0
51,9,20,0,0
37,10,45,1,1
59,6,50,1,0
44,10,40,0,0
35,14,40,1,1
39,10,30,0,0
70,9,20,0,0
49,9,40,1,0
66,14,20,0,0
42,9,40,0,0
53,7,40,0,0
28,9,40,0,0
51,10,40,0,0
30,9,40,0,0
54,10,50,1,1
19,10,20,0,0
40,13,40,1,1
64,4,40,0,0
30,9,62,0,0
26,10,40,0,0
17,7,40,0,0
36,5,35,0,0
40,14,46,1,1
41,15,80,1,1
44,10,40,0,0
48,13,40,0,1
80,9,24,0,0
32,9,30,0,0
33,7,53,0,0
61,9,40,0,0
46,13,50,0,0
22,9,40,0,0
42,13,40,0,0
51,9,40,0,0
26,9,40,0,0
60,13,46,1,1
39,9,40,0,0
59,9,40,0,0
36,9,40,0,0
24,13,40,0,0
30,7,49,0,0
63,7,37,1,0
65,7,40,0,0
54,14,40,0,1
35,15,75,1,1
58,8,52,0,0
36,9,40,0,0
65,9,20,0,0
25,13,25,0,0
39,10,45,1,1
37,14,45,1,1
62,9,40,0,0
53,12,40,0,1
65,9,59,1,0
75,3,10,0,0
27,10,50,1,1
41,9,40,0,0
36,9,40,1,0
39,5,40,0,0
27,13,12,0,0
20,10,40,0,0
21,9,40,0,0
22,6,25,0,0
47,9,48,0,0
43,7,60,0,0
26,9,60,0,0
43,10,40,0,0
59,9,70,0,0
18,7,23,0,0
67,4,40,0,0
48,10,40,0,0
49,9,40,1,1
27,3,40,0,0
44,14,40,1,1
66,4,40,0,0
22,10,40,0,0
60,10,40,1,1
44,9,30,0,0
42,6,45,0,0
20,10,40,0,0
43,10,40,0,1
36,12,60,1,1
21,10,27,0,0
46,10,40,0,0
31,5,40,0,0
52,7,40,0,0
50,10,45,1,1
33,9,40,0,0
49,9,44,0,0
53,10,40,0,0
25,8,40,0,0
35,10,40,0,0
44,14,42,1,1
50,9,55,1,0
42,14,50,1,1
43,13,40,1,1
38,10,40,0,0
26,9,40,0,0
29,5,48,0,0
35,13,24,0,0
47,10,50,0,0
61,4,21,0,0
37,9,50,0,0
37,9,40,0,0
45,9,40,0,0
32,13,50,0,1
26,8,40,0,0
31,13,40,0,1
18,7,5,0,0
44,9,40,1,0
23,9,40,0,0
46,10,40,0,0
47,9,40,0,1
30,9,40,1,0
45,9,40,0,0
47,13,40,0,0
31,13,38,0,0
33,9,20,1,1
23,9,40,0,0
43,10,40,0,0
33,9,40,0,0
25,9,40,0,0
48,9,35,1,0
36,13,40,0,0
25,10,19,0,0
43,8,40,0,0
37,5,35,0,0
61,9,60,0,0
59,9,30,0,0
59,14,40,1,1
60,3,30,1,0
39,9,40,0,0
19,9,30,0,0
42,14,50,1,1
58,13,40,1,1
23,13,60,0,0
25,9,40,0,0
25,4,40,0,0
26,13,40,0,0
56,2,65,0,0
67,9,38,1,0
23,13,40,0,0
43,10,40,1,1
38,13,35,0,0
30,12,40,0,0
65,9,40,0,0
82,10,3,0,0
24,4,60,0,0
23,7,50,0,0
53,10,30,0,0
29,13,40,0,0
43,13,40,0,0
35,9,60,1,0
27,12,40,0,0
21,10,24,0,0
57,13,50,1,1
43,10,40,0,0
30,13,37,0,0
24,9,40,0,0
46,13,40,0,0
49,10,40,1,1
26,10,78,0,0
44,11,40,0,0
41,14,40,0,0
24,10,20,0,0
29,9,50,0,0
84,11,14,0,0
38,9,32,0,0
52,14,32,1,0
50,13,40,0,1
22,9,35,0,0
53,3,40,0,0
25,4,40,0,0
54,4,40,1,0
38,13,52,0,1
53,9,58,0,0
44,9,40,0,0
32,10,40,0,0
39,9,40,0,0
35,9,40,0,0
66,9,18,0,0
43,10,40,0,0
26,13,45,0,0
41,10,40,0,0
28,9,32,0,0
38,10,40,0,0
34,13,48,1,1
36,9,40,0,0
50,11,50,1,1
24,10,65,0,0
20,9,32,0,0
35,9,40,0,0
35,9,50,0,0
33,10,24,0,0
22,9,40,0,0
31,13,40,0,1
35,10,40,0,0
42,14,65,0,1
55,10,40,0,1
23,13,15,0,0
23,10,22,0,0
28,13,40,0,0
28,9,40,1,0
49,9,40,0,0
27,9,40,0,0
61,3,40,0,0
21,9,40,0,0
20,9,40,0,0
40,10,40,0,0
33,9,45,0,0
34,9,40,0,0
25,10,40,0,0
50,15,50,1,1
28,9,40,0,0
44,14,35,1,1
49,9,44,0,0
28,13,40,0,0
40,10,47,1,0
18,10,40,0,0
35,9,32,0,0
54,9,50,0,0
38,9,40,0,0
40,13,40,1,1
47,7,40,0,0
50,15,40,0,1
28,13,65,1,0
49,13,40,0,0
29,9,60,0,0
68,5,44,0,0
21,6,25,0,0
51,6,25,0,0
41,4,40,0,0
45,13,35,1,1
33,13,40,0,0
23,10,40,0,1
36,9,40,0,0
20,7,60,0,0
57,10,40,1,1
63,10,22,0,0
50,12,45,1,1
32,15,40,1,1
32,11,50,0,0
28,10,40,0,0
37,4,60,0,0
56,10,40,1,1
35,9,40,0,0
43,11,50,0,1
34,9,40,1,0
22,10,55,0,0
48,9,44,0,0
31,9,45,0,0
38,9,40,0,0
47,14,20,1,1
18,6,40,0,0
40,10,42,1,1
23,13,32,0,0
18,9,35,0,0
36,9,48,1,0
45,16,40,1,1
18,7,40,0,0
46,13,45,0,1
39,13,50,1,1
58,9,40,1,1
63,14,40,1,0
23,10,40,0,0
30,14,45,1,1
56,15,40,1,1
60,9,28,0,0
26,13,40,0,0
45,7,20,0,0
24,4,32,0,0
47,6,40,0,0
18,7,28,0,0
34,13,45,0,0
48,9,55,1,0
27,9,40,0,0
22,10,40,0,0
54,9,40,0,0
56,10,50,0,1
38,9,42,0,0
42,13,40,1,1
19,9,40,0,0
26,13,40,0,0
32,9,40,0,0
43,9,45,0,0
52,10,12,0,0
51,16,40,1,1
26,9,40,0,0
17,6,16,0,0
42,13,40,0,1
53,14,60,1,1
21,10,35,0,0
73,13,10,0,0
41,10,4,0,0
24,11,40,0,0
60,9,40,0,0
21,10,15,0,0
29,13,40,0,0
21,9,60,0,0
22,10,15,0,0
38,5,24,0,0
31,9,40,1,0
46,11,40,1,1
36,9,40,0,0
47,9,40,0,0
37,14,40,1,0
47,9,48,1,1
53,10,40,0,0
35,12,40,0,0
29,9,40,0,0
39,13,50,0,1
48,14,40,1,1
51,9,40,1,0
60,9,40,1,1
29,9,48,0,0
35,9,60,1,0
41,13,45,1,1
30,9,40,0,0
56,6,45,0,0
39,9,40,1,1
48,13,40,1,1
34,13,40,1,0
38,13,50,1,1
48,13,45,1,1
27,11,20,0,0
23,12,36,0,0
22,9,40,0,0
55,16,30,1,1
52,15,40,0,0
50,13,60,1,1
43,9,30,0,0
22,13,30,0,0
17,7,12,0,0
50,14,50,0,1
54,10,28,0,0
20,10,32,0,0
18,7,20,0,0
21,10,10,0,0
46,13,60,0,0
32,10,40,0,0
51,11,40,0,0
39,9,40,0,0
49,10,40,0,0
37,11,40,0,0
68,9,32,0,0
38,14,40,1,0
51,10,35,0,0
61,11,40,0,1
40,11,40,1,0
24,10,24,0,0
21,13,20,0,0
18,6,28,0,0
41,13,40,0,0
54,10,42,0,0
34,11,40,0,0
27,9,50,1,1
20,9,45,0,0
28,9,40,0,0
32,13,40,0,0
24,11,35,0,0
17,7,30,0,0
22,10,40,0,0
40,10,40,1,0
46,10,40,1,1
25,9,40,0,0
29,10,40,0,0
44,9,40,1,1
36,10,45,0,0
30,10,40,0,0
43,13,45,1,1
42,13,60,0,0
68,13,55,1,1
48,10,50,0,0
31,13,38,1,0
35,7,40,0,0
54,9,15,0,0
35,10,70,0,0
23,10,30,0,0
36,13,60,1,1
22,7,40,0,0
28,13,40,0,0
60,9,40,0,0
33,10,40,0,0
20,10,35,0,0
64,7,35,0,0
57,10,50,1,1
44,10,10,0,0
18,6,40,0,0
61,13,10,0,0
29,6,40,0,0
69,16,50,1,1
32,15,75,1,1
37,10,40,1,0
45,9,35,0,0
31,9,8,0,0
39,10,40,0,0
24,9,40,0,0
25,3,40,0,0
41,10,15,0,0
53,10,25,0,0
70,13,12,1,1
29,9,40,0,0
18,7,20,0,0
67,10,6,0,0
18,8,24,0,0
45,12,40,0,0
80,4,30,0,0
67,9,20,0,0
22,10,20,0,0
35,15,55,1,1
42,12,40,1,1
52,14,50,0,1
30,9,40,0,0
25,11,40,0,0
36,9,65,0,0
50,14,40,1,1
42,11,40,1,1
37,9,45,0,0
34,11,60,1,1
50,14,45,1,1
49,9,40,0,0
25,13,40,0,0
39,13,50,0,1
19,9,40,0,0
51,9,40,0,0
45,8,40,1,1
38,9,40,0,0
19,10,20,0,0
63,9,40,0,0
28,13,35,0,0
45,9,40,0,0
51,13,40,1,1
29,13,40,0,0
34,10,40,0,1
27,9,46,0,0
33,14,40,0,0
23,4,30,0,0
43,10,40,0,1
44,11,45,0,0
50,9,40,1,0
51,13,20,0,0
19,9,40,0,0
37,11,40,0,0
25,10,20,0,0
19,4,40,0,0
41,12,40,0,0
39,9,40,0,0
27,14,46,0,0
33,10,38,0,0
35,9,60,0,0
53,9,40,0,0
27,10,35,0,0
33,9,40,0,0
35,13,50,0,0
58,9,40,0,0
39,9,40,0,0
27,13,38,0,0
25,13,30,0,0
55,6,40,0,0
56,9,40,0,0
26,13,55,0,0
31,9,40,0,0
29,13,45,0,0
48,10,40,0,0
41,14,40,1,1
68,9,12,0,0
51,11,40,0,0
19,10,23,0,0
49,14,40,0,0
48,9,60,0,0
22,10,20,0,0
38,10,25,0,0
49,9,40,0,0
34,4,40,0,0
19,9,40,0,0
44,13,50,1,1
42,15,40,1,1
30,13,40,1,0
22,10,30,0,0
37,15,45,1,1
43,9,40,0,0
37,10,30,0,0
21,10,20,0,0
43,13,70,1,0
39,13,45,1,0
40,10,50,0,1
47,12,35,0,0
48,9,16,0,0
31,4,35,0,0
55,6,45,0,0
58,10,40,0,0
77,9,32,0,0
54,16,50,1,1
56,10,50,1,1
21,10,15,0,0
55,16,40,1,1
39,10,56,0,0
38,10,40,0,1
28,10,50,1,1
21,4,40,0,0
39,7,46,0,0
18,10,15,0,0
23,10,40,0,0
46,9,30,0,0
18,10,50,0,0
51,8,45,0,0
54,10,18,1,1
51,9,40,1,1
68,13,25,0,0
49,9,40,0,0
45,9,40,0,0
57,15,50,1,1
20,9,60,0,0
51,9,40,0,0
69,12,1,0,0
42,9,48,0,0
55,9,30,0,0
26,10,24,0,0
61,9,40,0,0
25,13,15,0,0
25,9,40,0,0
37,11,45,1,0
37,10,40,1,1
56,9,36,1,0
59,6,36,0,0
23,13,40,1,0
19,9,40,0,0
38,7,40,0,0
23,9,35,0,0
21,9,40,0,0
23,9,40,0,0
25,10,15,0,0
23,10,20,0,0
41,13,40,1,1
35,10,36,0,0
45,5,40,0,0
34,11,40,1,0
40,13,60,1,1
22,11,40,0,0
31,13,45,0,0
42,7,40,0,0
43,9,40,0,0
47,12,50,1,1
30,10,40,0,0
49,13,40,1,1
51,9,40,0,0
50,9,40,1,0
23,10,70,0,0
38,10,40,0,0
35,9,55,1,0
50,9,15,0,0
37,9,44,0,0
23,10,30,0,0
40,9,50,0,0
31,9,60,0,0
40,9,35,1,0
39,10,44,0,0
32,5,23,0,0
38,14,60,1,1
62,9,40,0,0
39,9,45,0,0
23,10,25,0,0
40,9,15,0,0
22,9,40,0,0
19,7,60,0,0
70,9,40,0,0
33,9,40,0,0
20,3,30,0,0
29,4,30,0,0
73,9,15,0,0
55,13,38,0,0
68,4,40,0,0
21,10,25,0,0
53,13,40,0,0
20,10,40,0,0
26,9,65,0,0
25,13,40,0,0
22,10,20,0,0
41,9,40,0,0
37,12,68,0,1
27,9,40,0,0
38,9,40,0,0
53,13,30,1,0
54,9,40,0,0
52,11,40,0,0
31,10,40,0,0
51,16,55,1,1
70,10,30,0,0
44,9,40,0,0
27,10,60,1,0
61,9,40,0,0
23,8,21,0,0
38,9,40,0,0
47,14,40,1,0
19,10,45,0,0
35,9,60,0,0
34,9,40,1,0
28,13,20,0,0
28,11,35,0,0
51,13,50,1,1
23,13,20,0,0
41,14,50,0,1
21,13,25,0,0
24,9,38,0,0
33,13,50,1,1
26,10,45,0,0
48,9,40,0,0
49,13,40,1,1
27,12,38,0,0
24,9,50,0,0
60,10,40,0,1
32,9,40,0,0
43,13,80,0,0
21,9,35,0,0
17,7,20,0,0
48,9,98,0,0
42,9,50,0,0
46,9,40,0,0
38,9,40,0,0
20,8,40,0,0
54,13,40,1,1
52,10,50,0,0
31,10,40,0,0
38,8,40,1,0
58,5,40,0,0
30,9,38,0,0
32,9,40,0,0
64,9,40,0,0
20,9,20,0,0
45,13,40,1,1
33,13,40,0,0
44,13,50,1,0
19,10,30,0,0
29,9,50,0,0
18,8,20,0,0
31,9,40,1,0
28,9,40,0,0
32,10,45,0,0
49,11,40,0,0
54,13,40,1,0
27,13,40,0,0
39,13,40,1,0
27,9,40,0,0
56,4,40,0,0
41,13,40,0,0
57,6,43,0,0
25,14,40,0,0
45,13,35,1,0
32,13,38,0,0
26,10,48,0,0
23,10,24,0,0
36,13,50,0,1
47,9,50,1,1
69,9,40,0,0
44,9,48,0,0
25,7,40,0,0
42,8,10,0,0
42,10,40,0,1
56,13,40,0,1
46,9,40,0,0
39,13,45,1,1
37,9,40,0,0
38,9,45,0,0
39,16,50,1,1
41,9,20,0,0
22,10,40,0,0
29,10,40,0,0
40,14,50,1,1
22,10,40,0,0
53,14,55,1,1
36,13,50,1,1
41,10,40,0,0
21,10,20,0,0
37,13,45,0,0
17,6,25,0,0
50,9,40,0,0
56,15,32,1,1
39,10,40,0,0
50,9,40,0,0
43,9,40,1,0
25,9,44,1,0
49,5,40,0,0
49,14,50,1,1
23,13,55,0,0
28,12,40,1,0
51,9,40,1,1
31,13,50,1,0
54,15,60,1,1
22,10,40,0,0
19,6,30,0,0
29,9,20,0,0
19,9,25,0,0
40,11,40,1,0
18,10,40,0,0
35,9,40,1,1
36,9,40,0,0
48,6,40,1,0
33,5,40,0,0
19,10,50,0,0
55,10,40,1,1
36,6,70,0,0
25,10,40,0,0
30,10,40,1,0
57,13,39,0,0
36,5,40,0,0
40,10,40,1,1
20,9,40,0,0
52,11,50,1,0
28,9,40,0,0
47,10,35,0,0
23,10,40,0,0
17,7,20,0,0
44,8,40,0,0
18,10,20,0,0
29,9,40,0,0
46,13,40,0,0
31,10,45,0,0
35,9,40,0,0
19,10,15,0,0
28,13,50,1,1
22,9,40,0,0
55,9,40,0,0
54,8,40,0,0
33,16,50,0,1
62,10,40,0,0
61,14,50,0,1
44,10,70,1,0
30,10,30,0,0
23,10,25,0,0
32,13,40,1,1
66,13,20,0,1
35,10,40,0,0
42,13,50,0,0
47,4,40,0,0
56,9,20,0,0
19,9,28,0,0
21,10,8,0,0
27,12,40,0,0
56,9,40,0,0
27,13,50,0,0
28,9,35,0,0
43,9,40,0,0
38,13,55,0,1
35,13,40,0,0
37,10,50,1,1
36,16,36,1,1
32,9,54,0,0
21,9,40,0,0
23,12,20,0,0
45,13,60,1,1
37,14,40,0,1
29,9,45,0,0
32,11,2,0,0
17,6,15,0,0
23,9,50,0,0
20,10,19,0,0
35,9,40,0,0
44,11,40,0,0
20,10,35,0,0
34,7,60,0,0
49,11,45,0,0
40,10,50,1,0
41,14,55,0,0
43,13,50,1,1
64,9,20,0,0
41,14,45,1,0
25,9,40,0,0
27,9,15,0,0
20,5,32,0,0
52,9,40,0,0
46,10,40,0,0
63,6,40,0,0
36,5,25,0,0
52,2,40,0,0
53,9,48,0,0
37,9,40,0,0
28,8,30,0,0
64,13,55,1,1
59,7,40,0,0
30,9,40,0,0
51,11,40,0,0
28,10,50,0,0
38,13,45,1,1
35,10,55,1,1
43,13,40,0,1
38,16,45,1,1
51,9,43,0,0
17,5,35,0,0
49,13,40,0,0
51,9,40,1,0
47,9,38,1,1
48,3,40,0,0
36,7,40,0,0
44,10,40,0,0
41,16,50,1,1
61,9,40,1,0
29,11,40,0,0
23,10,25,0,0
29,13,45,1,1
72,11,40,0,0
49,14,16,0,0
22,5,40,0,0
51,12,99,0,0
54,10,30,1,1
36,8,50,0,0
47,10,70,1,0
23,7,40,0,0
31,13,40,0,0
36,13,40,1,1
28,9,40,0,0
56,9,40,0,0
69,10,72,1,1
50,15,30,1,1
40,10,50,0,0
47,14,40,1,1
46,10,50,0,0
47,13,44,1,1
22,10,50,0,0
37,10,70,0,0
44,7,88,0,0
20,10,40,0,0
32,10,40,0,0
33,9,38,0,0
35,10,40,1,0
55,14,60,1,1
52,10,38,0,0
22,11,60,0,0
55,9,40,1,1
47,9,9,0,0
35,9,50,0,0
46,11,40,1,0
51,13,60,1,1
73,2,20,0,0
21,10,40,0,0
27,11,36,0,0
24,9,30,0,0
54,9,20,0,0
51,13,25,0,0
25,9,35,0,0
22,10,20,0,0
31,9,36,0,0
38,4,40,0,0
26,9,25,0,0
24,9,40,0,0
59,9,60,0,0
25,7,50,0,0
29,7,40,0,0
31,14,40,0,1
49,14,40,0,0
22,10,40,0,0
41,10,40,0,0
31,10,57,0,0
41,9,49,1,0
48,13,40,1,1
75,10,40,1,0
41,4,40,0,0
53,9,60,1,1
44,9,40,0,0
30,10,40,0,0
25,13,35,0,0
23,4,32,0,0
28,10,40,0,0
52,13,42,0,0
45,3,40,0,0
34,9,30,0,0
38,9,30,0,0
38,11,40,1,1
44,11,44,0,0
33,14,50,1,1
22,4,40,0,0
41,9,40,1,0
57,9,40,0,0
36,9,50,0,0
20,10,40,0,0
33,11,55,0,0
57,10,40,1,0
58,9,70,0,0
27,10,60,0,0
73,9,40,0,0
30,9,44,0,0
34,10,40,1,0
34,12,28,0,0
52,13,30,1,0
31,13,48,1,1
52,7,20,0,0
26,8,40,0,0
37,10,40,1,1
37,9,45,1,0
50,9,50,0,0
20,10,14,0,0
22,9,40,0,0
62,5,25,0,0
43,7,40,0,0
41,13,40,0,0
61,9,40,1,1
50,5,50,0,0
51,13,50,1,1
24,13,45,0,0
34,9,45,1,1
37,9,12,0,0
60,5,40,0,0
36,9,40,0,0
25,9,40,0,0
53,9,40,0,0
52,14,60,1,1
52,9,40,1,1
21,5,20,0,0
50,10,60,1,0
22,10,40,0,0
